fips,TOT_POP,0-9 y/o % of total pop,10-19 y/o % of total pop,20-29 y/o % of total pop,30-39 y/o % of total pop,40-49 y/o % of total pop,50-59 y/o % of total pop,60-69 y/o % of total pop,70-79 y/o % of total pop,80+ y/o % of total pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,Two or more races pop,% Two or more races,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,MEDHHINC_2018,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total Hospitals (2019),ICU Beds_x,Percent of Population Aged 60+,STATE_FIPS,CNTY_FIPS,anycondition_prevalence,Obesity_prevalence,Heart disease_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Urban_rural_code
1117,215707,12.13173425,13.73019883,11.77801369,13.05706352,14.21047996,13.58648537,11.49661346,6.767049748,3.242361166,82.8350494,28171,13.05984507,851,0.394516636,4871,2.258155739,125,0.057948977,3008,1.394484185,1978,2512,10.6,7.3,3.3,0.7,5.3,7.8,20.3,29.7,42.1,8.0,8.9,75663,2.9,151.7,217.1,77.2,7.6,6.9,4.45723854,32,19.9,1,117,43.5,32.7,6.6,6.9,10.6,2.7,2
1119,12691,10.58230242,13.54503191,20.98337404,8.226302104,9.424001261,12.13458356,13.15893153,6.93404775,5.01142542,25.25411709,9111,71.79103302,17,0.133953195,256,2.017177527,4,0.031518399,98,0.772200772,-89,939,10.1,11.6,-1.6,3.1,-8.4,15.8,37.8,24.6,21.8,34.7,48.1,27859,5.9,55.9,217.1,77.2,7.6,6.9,0.262239122,0,23.0,1,119,53.4,40.4,9.3,9.9,18.9,4.4,6
1121,79828,11.00741594,12.54948138,12.86140201,12.0233502,12.68978303,13.78463697,13.05932755,8.226436839,3.798166057,64.3207897,26208,32.83058576,326,0.408378013,525,0.657663978,22,0.027559252,1401,1.7550233,-194,2942,10.4,13.3,-2.9,0.3,0.2,19.0,34.9,31.8,14.3,19.3,26.4,41630,4.3,83.5,217.1,77.2,7.6,6.9,1.649517346,14,23.3,1,121,57.4,38.7,9.8,11.1,16.6,3.9,5
1123,40497,11.29219448,11.42553769,11.8749537,10.17112379,11.46257747,14.30476332,14.93443959,9.97357829,4.560831667,70.43237771,10994,27.14768995,173,0.427192138,251,0.619798998,24,0.059263649,532,1.313677556,-116,576,10.1,13.7,-3.6,-0.2,1.1,19.5,32.9,29.2,18.3,19.7,30.7,42205,4.2,84.6,217.1,77.2,7.6,6.9,0.836805431,6,27.0,1,123,49.5,35.0,10.4,11.6,16.7,4.0,6
1125,208911,11.85672368,13.97820124,19.82853943,12.76620188,11.43788503,11.13488519,10.47096611,5.574622686,2.951974764,64.61220328,67003,32.07250935,699,0.334592243,3394,1.624615267,138,0.066056838,2695,1.290023024,1202,10557,11.9,8.7,3.3,1.1,1.4,11.6,29.9,28.3,30.3,16.8,20.9,52557,3.7,105.4,217.1,77.2,7.6,6.9,4.31681012,84,17.8,1,125,45.6,34.0,6.5,7.5,12.0,2.8,4
1127,63711,12.2066833,12.0293199,12.14860856,11.02478379,12.49077867,13.79196685,13.17197972,8.965484767,4.170394437,90.95760544,3932,6.171618716,355,0.557203623,386,0.60586084,69,0.108301549,1019,1.599409835,-224,851,11.7,15.6,-4.0,0.1,0.5,19.1,37.1,32.2,11.6,17.9,24.7,45434,4.2,91.1,217.1,77.2,7.6,6.9,1.316485439,12,25.2,1,127,53.6,36.6,10.2,11.8,14.9,3.7,2
1129,16378,10.99645866,13.38380755,11.96116742,10.69117108,12.2786665,14.39736232,13.31053853,8.657955794,4.322872146,66.17413604,3850,23.50714373,1287,7.858102332,148,0.90365124,18,0.109903529,237,1.447063133,-154,147,9.7,11.3,-1.6,0.7,-8.6,19.6,43.2,26.1,11.1,17.6,25.8,44424,5.8,89.1,217.1,77.2,7.6,6.9,0.338425053,0,24.5,1,129,54.3,34.9,10.4,11.8,17.3,4.1,6
1131,10627,12.36473134,14.20909005,12.39296132,10.5674226,11.18848217,12.59998118,13.41865061,8.346664157,4.912016562,27.4301308,7575,71.2807001,24,0.225839842,25,0.235249835,2,0.018819987,86,0.809259434,-85,108,12.7,13.0,-0.4,0.0,-7.6,23.1,40.3,24.1,12.5,33.4,50.6,25385,9.6,50.9,217.1,77.2,7.6,6.9,0.219589879,0,25.2,1,131,58.9,45.3,11.2,12.2,21.8,5.0,6
1133,23660,10.6635672,11.84277261,10.77345731,10.51986475,12.48098056,14.98309383,13.60946746,10.21555368,4.911242604,96.18343195,207,0.874894336,206,0.870667794,87,0.367709214,48,0.202874049,355,1.500422654,-85,301,10.2,14.3,-4.1,0.1,0.5,21.9,37.4,27.3,13.5,18.6,27.6,41156,4.2,82.5,217.1,77.2,7.6,6.9,0.488895881,4,27.4,1,133,52.3,36.1,11.0,12.4,15.7,3.9,6
2016,5723,6.360300542,6.569980779,17.36851302,16.91420584,19.43036869,19.22068845,11.27031277,2.254062555,0.61156736,33.37410449,401,7.006814608,674,11.77704001,2359,41.21964005,135,2.358902673,244,4.263498165,-3,2528,5.4,1.9,3.5,26.2,-30.6,11.2,40.5,31.9,16.4,10.0,8.1,82633,3.5,110.3,276.9,112.8,9.6,8.5,0.162973701,0,12.2,2,16,39.3,30.4,5.3,5.0,11.2,2.3,6
2020,291538,14.00880846,12.75614157,16.54775707,15.59453656,11.91062572,12.34761849,10.0285383,4.728371602,2.077602234,63.90796397,17799,6.105207554,25865,8.871913781,29418,10.09062283,7827,2.684727205,24313,8.339564654,-2726,7605,14.5,6.1,8.4,3.9,-21.8,6.2,23.8,34.7,35.3,9.5,12.1,82113,5.5,109.6,276.9,112.8,9.6,8.5,8.302118958,73,14.6,2,20,37.2,27.7,5.1,5.5,8.9,2.4,3
2050,18216,21.51954326,17.6438296,15.51383399,12.90623628,9.173254282,11.03974528,7.778875714,3.238910848,1.185770751,10.29863856,167,0.91677646,15263,83.78897672,174,0.955204216,43,0.236056214,693,3.804347826,137,294,24.0,7.5,16.4,0.3,-9.4,18.6,45.2,23.9,12.3,32.7,41.2,44304,12.8,59.1,276.9,112.8,9.6,8.5,0.51873649,0,11.6,2,50,47.6,37.0,9.2,11.8,15.8,4.0,6
2060,877,12.65678449,8.665906499,14.02508552,13.56898518,11.74458381,17.21778791,13.79703535,5.473204105,2.850627138,45.38198404,9,1.02622577,286,32.61117446,12,1.368301026,3,0.342075257,169,19.27023945,7,16,6.9,10.3,-3.4,1.1,10.3,5.6,34.9,37.2,22.3,11.2,15.2,77257,6.3,103.1,276.9,112.8,9.6,8.5,0.024974303,0,17.9,2,60,41.3,32.0,7.3,7.7,11.7,3.1,6
2068,2059,10.63623118,9.227780476,13.35599806,14.7158815,16.02719767,17.28994658,13.45313259,3.933948519,1.359883439,82.90432249,44,2.136959689,109,5.293831957,110,5.342399223,1,0.048567266,88,4.273919378,-7,106,13.6,0.5,13.1,12.6,-29.6,1.6,26.1,28.8,43.5,6.9,7.3,75477,7.8,100.8,276.9,112.8,9.6,8.5,0.058634082,0,20.9,2,68,34.8,27.2,6.1,6.4,9.4,2.6,6
2070,5000,19.6,14.84,15.8,12.72,9.22,12.58,9.82,3.9,1.52,16.52,37,0.74,3617,72.34,45,0.9,12,0.24,463,9.26,65,52,20.7,8.7,12.1,0.2,0.4,12.7,39.2,28.8,19.3,22.0,31.6,54524,8.2,72.8,276.9,112.8,9.6,8.5,0.142384851,0,14.1,2,70,45.7,34.9,8.4,9.9,14.0,3.6,6
2090,98971,14.5436542,12.1975124,20.7434501,15.56112397,10.54349254,10.77386305,9.635145649,4.480100231,1.521657859,75.71308767,5410,5.466247689,7830,7.911408392,3455,3.490921583,540,0.545614372,6802,6.872720292,-754,4816,15.9,5.1,10.8,2.2,-20.7,5.5,22.3,39.7,32.6,8.6,9.4,74268,5.8,99.1,276.9,112.8,9.6,8.5,2.818394224,13,13.9,2,90,36.7,30.0,4.8,5.3,7.7,2.2,4
2100,2474,8.084074373,10.9135004,8.367016977,11.96443007,11.80274859,16.49151172,19.32093775,9.539207761,3.516572352,79.66855295,16,0.64672595,259,10.46887631,26,1.050929669,0,0.0,202,8.164915117,-44,0,6.4,4.0,2.4,0.8,-20.4,3.0,30.0,29.5,37.4,10.5,16.4,58943,9.5,78.7,276.9,112.8,9.6,8.5,0.070452024,0,28.7,2,100,38.3,28.3,7.5,7.4,10.9,3.2,6
2105,2151,10.08833101,9.948860995,8.693630869,10.73919107,11.9944212,17.20130172,18.27057183,9.809390981,3.254300325,48.72152487,41,1.906090191,811,37.70339377,32,1.487680149,1,0.046490005,218,10.13482101,12,0,8.4,14.5,-6.1,7.5,4.2,8.5,35.6,32.5,23.4,17.2,27.6,51188,12.6,68.3,276.9,112.8,9.6,8.5,0.061253963,0,30.1,2,105,46.9,33.8,9.7,9.5,14.8,3.9,6
2110,32113,11.61834771,12.01071217,13.62065207,15.11225983,13.06324541,14.26213683,12.4591287,5.739108772,2.114408495,68.7291751,466,1.451125712,3809,11.86124,2257,7.028306293,417,1.298539532,3093,9.631613365,52,973,10.3,5.3,5.0,3.7,-7.2,3.9,20.4,36.2,39.5,7.3,8.5,79173,4.4,105.7,276.9,112.8,9.6,8.5,0.914480946,9,18.2,2,110,33.2,25.0,5.5,5.6,8.4,2.5,5
2122,58533,12.44597065,12.23583278,11.84118361,12.44597065,11.48070319,13.98527326,15.22730767,7.629883997,2.707874191,83.27439222,484,0.82688398,4659,7.959612526,1042,1.78019237,186,0.317769463,3419,5.841149437,11,1654,12.0,8.9,3.1,1.4,-4.3,7.2,32.2,37.3,23.3,12.4,14.5,65439,7.7,87.4,276.9,112.8,9.6,8.5,1.666842501,6,22.7,2,122,39.8,32.6,7.4,7.8,10.7,3.1,6
2130,13918,12.17847392,12.27906308,12.83948843,13.85256502,11.79767208,14.06811323,13.29932462,6.854433108,2.830866504,66.91334962,147,1.056186234,1951,14.01781865,1171,8.413565167,49,0.352062078,1287,9.24701825,36,252,11.5,6.8,4.7,4.2,-6.4,7.3,29.9,38.3,24.5,9.1,12.5,68309,6.0,91.2,276.9,112.8,9.6,8.5,0.396342472,4,21.5,2,130,45.4,34.8,6.8,7.2,10.6,2.9,5
2150,13345,15.0093668,13.03859123,15.06931435,15.38403897,11.50243537,13.00861746,10.50580742,4.833270888,1.648557512,55.20419633,177,1.326339453,1710,12.81378794,2968,22.24053953,128,0.959160734,995,7.455976021,-174,386,15.4,4.2,11.2,6.0,-30.2,10.1,31.3,32.6,26.0,8.2,9.9,74109,5.8,98.9,276.9,112.8,9.6,8.5,0.380025168,0,13.9,2,150,36.3,25.7,5.3,5.7,9.5,2.4,6
2158,8303,25.46067686,18.59568831,16.54823558,12.10405877,7.997109479,9.635071661,6.190533542,2.372636396,1.095989401,3.841984825,72,0.86715645,7658,92.23172347,41,0.493797423,1,0.01204384,212,2.55329399,73,9,30.1,12.8,17.3,2.2,-10.5,22.3,53.6,19.3,4.8,35.1,47.4,32728,19.9,43.7,276.9,112.8,9.6,8.5,0.236444284,0,8.3,2,158,55.7,43.1,10.6,14.6,18.2,4.7,6
2164,1587,17.2652804,13.54757404,14.24070573,13.04347826,11.90926276,14.05166982,9.892879647,4.284814115,1.764335224,23.75551355,16,1.008191556,976,61.49968494,50,3.150598614,5,0.315059861,163,10.27095148,-20,37,23.8,11.9,11.9,5.0,-30.1,14.5,41.9,27.9,15.8,18.2,23.7,49403,11.6,65.9,276.9,112.8,9.6,8.5,0.045192952,0,14.5,2,164,46.8,35.9,8.6,10.1,14.5,3.7,6
2170,107610,14.60273209,14.52560171,12.85196543,14.40572438,12.34457764,13.01273116,11.34559985,5.141715454,1.769352291,82.75067373,1374,1.276833008,7385,6.862745098,1884,1.750766657,426,0.395873989,7493,6.963107518,1227,2082,14.0,5.7,8.3,1.3,1.9,7.6,32.2,39.0,21.2,10.4,11.8,74649,7.6,99.6,276.9,112.8,9.6,8.5,3.06440677,14,16.2,2,170,40.3,30.6,5.9,7.0,8.9,2.6,3
2180,10008,20.61350919,16.95643485,15.44764189,13.60911271,10.11191047,10.79136691,7.993605116,3.337330136,1.139088729,15.65747402,83,0.829336531,7554,75.47961631,152,1.518784972,16,0.159872102,636,6.354916067,40,174,21.0,11.1,9.9,1.1,-6.9,15.9,42.9,26.6,14.6,22.0,26.9,55318,11.6,73.8,276.9,112.8,9.6,8.5,0.284997518,0,11.7,2,180,49.4,37.8,8.2,10.2,13.8,3.6,6
2185,9872,15.88330632,12.65194489,13.99918963,15.2856564,12.63168558,17.25081037,8.620340357,2.603322528,1.073743922,32.70867099,155,1.570097245,5210,52.77552674,599,6.067666126,174,1.762560778,505,5.11547812,41,2652,15.8,7.0,8.8,2.8,-7.5,10.2,43.0,30.2,16.6,11.1,15.2,89276,7.0,119.2,276.9,112.8,9.6,8.5,0.28112465,0,11.9,2,185,43.4,33.8,6.5,7.2,11.2,2.8,6
2188,7671,21.34011211,16.92087081,16.46460696,12.76235171,9.399035328,11.45874071,6.700560553,3.154738626,1.798983183,12.00625733,122,1.590405423,6082,79.28562117,63,0.821274932,18,0.23464998,465,6.061791162,-96,396,21.5,10.2,11.3,1.6,-25.3,18.1,47.3,22.8,11.7,21.1,27.7,59337,14.2,79.2,276.9,112.8,9.6,8.5,0.218446839,0,11.0,2,188,50.4,39.5,8.7,10.6,14.9,3.7,6
2195,3221,12.48059609,10.40049674,11.30083825,12.1701335,12.07699472,14.37441788,16.29928594,7.916796026,2.980440857,75.31822415,74,2.297423161,354,10.99037566,105,3.259857187,26,0.807202732,236,7.326917106,-38,44,6.8,13.0,-6.2,4.3,-9.9,10.3,31.9,30.3,27.6,7.2,9.5,66075,8.7,88.2,276.9,112.8,9.6,8.5,0.091724321,0,23.8,2,195,38.3,27.6,7.4,7.4,10.9,3.0,6
2198,6422,12.56617876,12.69075055,10.33945811,12.23917783,11.02460293,15.92961694,15.60261601,7.474307069,2.133291809,46.9947057,36,0.56057303,2759,42.96169418,62,0.96543133,30,0.467144192,517,8.050451573,-47,50,11.5,5.7,5.7,0.6,-13.7,9.8,37.3,35.3,17.6,16.5,23.4,49356,10.9,65.9,276.9,112.8,9.6,8.5,0.182879103,0,21.3,2,198,46.5,33.0,9.2,9.8,14.2,3.7,6
2220,8647,11.0095987,12.68648086,13.0449867,14.16676304,12.89464554,13.09124552,13.16063375,6.337458078,3.608187811,64.91268648,87,1.006129293,1412,16.32936278,702,8.118422574,36,0.416329363,797,9.217069504,-39,256,10.2,4.5,5.7,6.1,-16.2,6.0,28.3,33.0,32.6,7.7,8.8,71825,4.2,95.9,276.9,112.8,9.6,8.5,0.246240362,0,20.8,2,220,32.7,26.5,6.3,6.4,9.7,2.8,6
2230,1148,10.19163763,6.445993031,12.10801394,21.34146341,15.24390244,12.80487805,13.50174216,6.010452962,2.351916376,85.97560976,8,0.696864112,59,5.139372822,29,2.526132404,4,0.348432056,61,5.31358885,-14,32,9.5,19.9,-10.4,1.7,-3.5,6.3,23.4,36.6,33.7,4.3,8.9,74635,9.8,99.6,276.9,112.8,9.6,8.5,0.032691562,0,16.9,2,230,36.5,28.9,5.4,5.7,7.9,2.4,6
2240,6918,14.64296039,12.50361376,12.31569818,13.41428158,12.30124313,13.35646141,12.79271466,6.562590344,2.110436542,77.37785487,138,1.994796184,869,12.56143394,163,2.356172304,32,0.462561434,363,5.247181266,33,374,13.3,6.2,7.1,5.4,-7.8,9.8,32.6,38.5,19.1,13.4,17.7,63527,9.6,84.8,276.9,112.8,9.6,8.5,0.19700368,0,18.2,2,240,45.4,32.4,7.2,7.8,10.9,3.0,6
2275,2503,10.78705553,11.14662405,10.46743907,9.908110268,9.908110268,15.42149421,18.89732321,8.949260887,4.514582501,69.15701159,12,0.47942469,414,16.54015182,83,3.316020775,2,0.079904115,261,10.42748702,-8,19,8.8,21.9,-13.2,4.8,4.8,11.7,37.6,30.0,20.7,11.6,16.0,57832,7.0,77.2,276.9,112.8,9.6,8.5,0.071277857,0,30.5,2,275,44.6,30.2,9.1,9.2,13.1,3.6,6
2282,604,10.7615894,8.609271523,12.74834437,11.58940397,12.58278146,16.55629139,14.56953642,8.278145695,4.304635762,35.92715232,12,1.986754967,239,39.56953642,41,6.78807947,8,1.324503311,87,14.40397351,-3,18,6.6,0.0,6.6,6.6,-18.2,8.2,38.4,33.5,20.0,13.1,15.3,59523,8.2,79.5,276.9,112.8,9.6,8.5,0.01720009,0,20.8,2,282,45.0,33.0,9.1,8.7,14.3,3.7,6
2290,5327,15.93767599,14.2481697,12.25830674,13.00919842,9.686502722,12.50234654,13.62868406,6.157311808,2.571804017,23.10869157,52,0.976159189,3707,69.5888868,21,0.394218134,7,0.131406045,309,5.800638258,-69,31,12.1,12.5,-0.4,0.4,-12.9,14.3,40.3,32.0,13.4,23.7,31.4,38912,15.3,51.9,276.9,112.8,9.6,8.5,0.151696821,0,19.4,2,290,47.4,33.6,10.5,11.6,17.1,4.4,6
4001,71818,14.28054248,15.84421733,13.49661645,11.63496616,10.57534323,12.70015873,11.24648417,6.804700771,3.416970676,22.37461361,410,0.570887521,53827,74.94917709,323,0.449747974,30,0.041772258,1159,1.613801554,273,931,13.6,9.8,3.8,0.9,-0.8,20.4,33.1,34.8,11.7,37.3,47.3,33652,10.1,57.0,242.0,78.1,6.9,6.1,0.831175158,0,19.7,4,1,48.0,34.8,10.9,12.8,17.0,5.1,6
4003,126770,11.74883648,12.68438905,12.54003313,11.90818017,9.996844679,12.00757277,13.55762404,10.40151455,5.155005127,87.71397018,5852,4.616234125,2225,1.755147117,2875,2.267886724,535,0.422024138,4088,3.224737714,1780,5699,11.1,10.3,0.8,1.5,11.8,12.8,23.5,40.7,23.0,15.1,22.8,49164,5.6,83.2,242.0,78.1,6.9,6.1,1.467154123,12,27.8,4,3,45.2,32.2,8.4,8.0,11.7,3.8,4
4005,142854,11.24154731,15.70414549,21.71517773,12.09486609,10.18312403,10.87613928,10.38612849,5.439119661,2.359751915,65.66984474,2089,1.462332171,39414,27.59040699,2941,2.058745292,264,0.184804066,4334,3.033866745,1747,12364,11.0,6.2,4.8,1.0,6.4,10.4,21.4,32.6,35.6,15.9,17.3,60187,5.5,101.9,242.0,78.1,6.9,6.1,1.653299954,41,16.7,4,5,31.8,24.6,5.6,6.5,8.5,2.9,4
4007,53889,11.35111062,10.59771011,9.643897641,9.46018668,8.669672846,12.95069495,17.23171705,13.66698213,6.428027983,78.51695151,451,0.836905491,9615,17.84223125,509,0.944534135,82,0.152164635,920,1.707212975,260,935,10.5,14.8,-4.2,0.5,8.6,14.7,28.6,38.2,18.5,20.4,33.6,43585,5.9,73.8,242.0,78.1,6.9,6.1,0.623676489,8,35.3,4,7,47.1,32.0,10.9,11.0,14.2,4.6,5
4009,38072,14.63017441,15.66242908,15.00315192,13.61105274,11.70939273,10.24637529,9.529312881,6.135742803,3.472368145,81.7267283,680,1.786089515,5191,13.63469216,263,0.690796386,81,0.21275478,742,1.948938853,571,2710,13.9,7.9,6.0,1.2,8.0,14.4,29.9,40.5,15.3,20.2,24.4,50157,5.1,84.9,242.0,78.1,6.9,6.1,0.440620745,0,18.4,4,9,46.5,34.0,7.3,7.6,11.5,3.3,5
4011,9483,15.48033323,14.39417906,13.83528419,14.64726352,11.69461141,11.14626173,9.9546557,5.272593061,3.574818096,90.16134135,199,2.098492038,389,4.102077402,90,0.949066751,11,0.115997047,244,2.573025414,15,34,15.5,5.3,10.2,1.7,-10.4,11.0,36.2,40.9,11.9,10.5,11.7,65818,4.3,111.4,242.0,78.1,6.9,6.1,0.109750119,0,17.4,4,11,42.3,32.7,6.4,6.4,10.9,3.1,6
4012,21098,9.166745663,9.275760736,9.071949948,8.536354157,7.626315291,10.63133946,14.38524979,20.02085506,11.2854299,76.51436155,256,1.213385155,3837,18.18655797,205,0.971656081,29,0.137453787,628,2.976585458,363,388,9.9,14.6,-4.7,3.5,18.5,22.7,33.0,32.0,12.4,23.7,31.8,37350,6.2,63.2,242.0,78.1,6.9,6.1,0.244174629,3,44.8,4,12,54.5,34.6,14.5,12.6,17.7,5.5,6
4013,4410824,12.89763545,13.6165034,14.22292071,13.7470459,12.70526777,12.16559536,10.24971751,6.82652493,3.568788961,83.05430006,275869,6.254364264,123814,2.807049204,202798,4.597735026,12814,0.290512612,132150,2.996038835,81244,65225,12.3,7.3,5.0,2.3,11.3,12.6,22.6,32.8,32.0,12.3,18.2,65234,4.1,110.4,242.0,78.1,6.9,6.1,51.04802886,1004,19.5,4,13,39.3,29.8,6.4,6.6,9.6,3.1,1
4015,209550,8.934860415,9.857790503,9.791935099,9.526604629,9.401574803,13.50226676,17.48651873,14.66857552,6.829873539,91.78286805,2709,1.292770222,6331,3.021235982,2599,1.240276784,527,0.251491291,5053,2.411357671,2436,4635,8.4,15.5,-7.1,-0.9,19.5,14.7,34.8,37.6,12.9,16.8,26.9,45129,5.8,76.4,242.0,78.1,6.9,6.1,2.425196391,80,35.9,4,15,47.4,28.6,11.2,11.1,14.2,4.3,4
4017,110445,14.41984698,14.81280275,12.19521029,11.2399837,10.42057133,12.1698583,12.69862828,8.316356558,3.726741817,50.42147675,1114,1.008646838,50383,45.618181,757,0.685409027,127,0.114989361,2376,2.151297026,1301,2010,13.5,9.7,3.8,0.6,7.5,17.2,30.1,36.9,15.8,28.5,40.2,40650,7.8,68.8,242.0,78.1,6.9,6.1,1.278219115,12,22.5,4,17,47.8,32.5,10.6,11.4,15.2,4.5,5
4019,1039073,11.35050184,12.59170434,15.70438266,11.74874143,10.94369693,11.61362099,12.30731623,8.908517496,4.831518094,84.89345792,43252,4.162556433,44984,4.32924347,35302,3.397451382,2438,0.234632215,30992,2.982658581,11571,25279,10.9,9.7,1.2,2.2,7.7,11.7,22.5,34.0,31.9,16.2,22.2,53395,4.5,90.4,242.0,78.1,6.9,6.1,12.02555996,296,24.4,4,19,40.4,28.7,7.7,7.0,10.8,3.4,3
4021,447138,12.00322943,12.80253524,12.16156981,13.386024,12.06763907,11.07264424,12.43016697,10.11678721,3.959404032,82.82901476,23222,5.193474945,29746,6.652532328,8570,1.916634238,1906,0.426266611,13334,2.982077122,15024,25313,10.3,7.3,3.0,2.0,29.0,14.6,29.7,36.8,19.0,12.9,17.5,58848,5.0,99.6,242.0,78.1,6.9,6.1,5.17488649,22,24.7,4,21,51.1,37.6,8.0,8.3,13.5,3.6,2
4023,46511,14.22889209,15.52535959,12.37556707,10.69209434,11.02534884,11.88321042,11.77570897,8.402313431,4.091505235,95.70424201,435,0.935262626,655,1.408269012,355,0.763260304,68,0.146201974,485,1.042764077,-125,437,13.7,6.9,6.9,2.3,-11.9,24.4,27.2,27.4,21.0,24.4,36.0,40545,9.3,68.6,242.0,78.1,6.9,6.1,0.538288281,0,22.7,4,23,46.0,36.0,8.6,7.3,16.0,4.4,5
4025,231993,8.473100481,9.777450182,9.211053782,8.865353696,9.176138935,13.43531917,19.55662455,14.71984068,6.785118517,93.44118141,2030,0.875026402,4925,2.122908881,2742,1.181932213,345,0.148711384,5174,2.230239706,3938,4199,8.0,13.1,-5.1,-0.1,22.3,9.7,25.7,39.4,25.2,13.2,19.2,48758,4.5,82.5,242.0,78.1,6.9,6.1,2.684937182,39,38.5,4,25,44.9,27.4,9.9,9.6,11.8,4.1,4
4027,212128,14.11270554,14.01182305,15.7404963,12.41938829,10.06043521,10.10333384,9.358971941,8.848902549,5.34394328,91.1982388,5712,2.692713833,4824,2.274098657,3367,1.587249208,532,0.250791975,4236,1.996907528,2372,9283,14.1,7.7,6.4,3.7,1.1,27.9,25.9,31.4,14.8,19.5,28.3,44116,17.0,74.7,242.0,78.1,6.9,6.1,2.455032499,42,22.4,4,27,47.1,36.9,8.6,7.9,13.0,3.9,4
5001,17769,13.18025775,11.79019641,11.75080196,10.87286848,12.05470201,13.60796893,13.43913557,8.340368057,4.963700827,72.09184535,4420,24.87478192,64,0.360177838,148,0.83291125,7,0.039394451,320,1.800889189,-135,247,13.2,12.7,0.6,-0.1,-7.9,17.0,38.3,29.2,15.5,17.9,24.4,43887,3.4,93.2,207.6,79.9,7.0,6.5,0.518833044,0,25.6,5,1,52.5,38.3,10.3,10.8,15.5,3.9,6
5003,20046,12.57607503,12.43639629,11.5683927,10.490871,12.2867405,13.79327547,12.78559314,9.543050983,4.519604909,72.59802454,4994,24.91270079,143,0.713359274,51,0.254414846,20,0.099770528,285,1.421730021,-273,191,11.8,12.7,-0.8,-0.2,-12.4,17.7,39.9,29.2,13.2,19.6,28.8,41127,5.5,87.3,207.6,79.9,7.0,6.5,0.585318657,6,24.5,5,3,54.9,37.9,10.8,11.4,16.4,4.1,6
5005,41619,9.260193662,10.10836397,9.027127033,9.39715034,9.721521421,13.51546169,16.33869146,14.60390687,8.027583556,96.59049953,166,0.398856292,329,0.790504337,218,0.523799226,27,0.064874216,679,1.631466398,303,595,8.3,16.8,-8.5,0.4,15.5,11.8,35.0,34.8,18.3,15.1,23.0,39686,4.1,84.3,207.6,79.9,7.0,6.5,1.215223843,17,38.9,5,5,48.9,32.5,11.8,11.4,14.5,4.0,5
5007,272608,14.28057871,14.31946238,12.96513675,15.23616328,13.15405271,11.6009068,9.298333138,6.014497007,3.130869233,88.67494718,5528,2.027820167,5137,1.884390774,11131,4.083152365,1954,0.716780139,7123,2.612909379,6104,2146,13.7,6.6,7.0,1.8,13.8,11.9,29.1,26.5,32.4,8.6,12.1,68978,2.9,146.5,207.6,79.9,7.0,6.5,7.95981983,30,17.7,5,7,41.9,32.7,7.0,7.0,10.3,2.6,3
5009,37480,12.5506937,12.33191035,11.64087513,11.24066169,11.68089648,13.4791889,12.49733191,9.503735326,5.07470651,95.86446105,160,0.426894344,326,0.869797225,258,0.688367129,43,0.114727855,763,2.035752401,-6,465,12.8,12.1,0.7,0.0,-0.8,13.0,33.8,37.2,16.0,14.8,21.5,44482,3.5,94.5,207.6,79.9,7.0,6.5,1.094370111,24,26.4,5,9,48.4,32.4,10.1,10.6,13.0,3.5,5
5011,10897,13.0127558,12.99440213,11.19574195,11.91153528,12.04001101,13.11370102,12.45296871,8.36009911,4.918784987,68.71616041,3015,27.66816555,166,1.523355052,50,0.458841883,5,0.045884188,173,1.587592915,44,226,11.2,12.0,-0.7,0.0,4.8,18.0,41.6,25.1,15.2,21.7,29.8,37729,4.5,80.1,207.6,79.9,7.0,6.5,0.318179058,0,25.7,5,11,53.0,37.0,10.2,10.4,16.3,4.0,6
5013,5277,9.873033921,11.21849536,11.82490051,10.68789085,11.91965132,15.40648096,14.64847451,9.1529278,5.268144779,75.68694334,1127,21.35683153,37,0.70115596,15,0.284252416,1,0.018950161,103,1.951866591,53,175,9.3,8.4,1.0,0.0,9.0,17.3,43.6,27.0,12.1,15.7,21.1,44969,3.9,95.5,207.6,79.9,7.0,6.5,0.154081939,0,27.6,5,13,51.4,38.0,10.7,11.1,15.8,4.0,5
